Rank,Name Song,Artist,Peak Rank,Previous Rank,Weeks On Chart,Streaming,Uri,Lyrics
178,หมายความว่าอะไร,MEAN Band,55,142,65,"158,038",https://open.spotify.com/track/4iQTpRoRZUvXRdgZtI3KUi,Verse1 ก็ไม่รู้เลย ว่าฉันต้องเริ่มอย่างไร คงเป็นเพราะฉันกลัวว่าอาจจะเสียเธอไป หากว่าฉันถามเธอ แต่ความรู้สึก มันล้นจนทนไม่ไหว ยิ่งเวลาที่เธอยิ้มมาและจ้องมองตา มันเกิดคำถามมากมาย Pre Chorus ฉันไม่รู้ และยังคงไม่แน่ใจ รักไม่รัก ใจจริงเธอต้องการแบบไหน มันยังคงไม่ชัดเจน Chorus เธอกับฉัน เราเป็นอะไร ช่วยบอกฉันที อยากรู้สายตาที่เธอมีให้กัน มันหมายความว่าอะไร เป็นแค่เพียงอารมณ์อ่อนไหวที่คงหายไป หรือซ่อนความรักที่มีเอาไว้ เธอคิดยังไงกับฉัน ช่วยบอกฉันที Verse2 หากเธอต้องการ ให้ฉันเป็นมากกว่านี้ บอกมาเลยให้ฉันรู้ตัวว่ารักที่มี มันตรงกับเธอเหมือนกัน อย่าให้ฉันเก็บ มาคิดเอาเองอย่างนี้ เธอรู้ไหมท่าทีของเธอทำฉันไหวหวั่น และสับสนเหลือเกิน Pre Chorus ฉันไม่รู้ และยังคงไม่แน่ใจ รักไม่รัก ใจจริงเธอต้องการแบบไหน มันยังคงไม่ชัดเจน Chorus เธอกับฉัน เราเป็นอะไร ช่วยบอกฉันที อยากรู้สายตาที่เธอมีให้กัน มันหมายความว่าอะไร เป็นแค่เพียงอารมณ์อ่อนไหวที่คงหายไป หรือซ่อนความรักที่มีเอาไว้ เธอคิดยังไงกับฉัน ช่วยบอกฉันที เธอกับฉัน เราเป็นอะไร ช่วยบอกฉันที อยากรู้สายตาที่เธอมีให้กัน มันหมายความว่าอะไร เป็นแค่เพียงอารมณ์อ่อนไหวที่คงหายไป หรือซ่อนความรักที่มีเอาไว้ เธอคิดยังไงกับฉัน ช่วยบอกฉันที เธอคิดยังไงกับฉัน อยากรู้ ช่วยบอกฉันที
179,Fall in Love,ARMOR,24,183,43,"157,451",https://open.spotify.com/track/45dtFcaOs4lBf8gXAAoN8W,"This is a story about love This is a story about love This is a story about love oh wa oh,Ae yeah ae ae oh wa oh,Ae yeah ae ae oh wa oh,Ae yeah ae ae That’s you, That’s you, That’s you hey เจอกับเธอหน้าก็แดงในหัวใจหวั่น หวั่น มองก็อายคุยก็อายจนลิ้นมันจะพัน คิดถึงได้ตลอด นึกถึงได้ตลอด miss you, miss you, miss you hey ก็มันเป็นห่วงเธอ ก็เลยโทรจิกเธอ ไม่ค่อยคิดทำอะไร ก็เลยเอาแต่ใจ ก็เลยเอาแต่งอน ก็เป็นแค่เธอด้วยสิ ถ้าไม่ง้อก็โกรธ ใกล้สาวสาวก็โกรธ crazy, crazy, crazy อย่างนี้เขาเรียกอะไร ฉันต้องหาคำตอบใช่ไหม หรือฉันคิดมากเกินไป หรือฉันว้าวุ่นเกินไป เป็นอะไรไม่รู้ Fall in love with you หรือป่าว Fall in love with you ใช่ไหม ที่ฉันเผอทำออกไป ไม่รู้สึกตัว เก็บอาการไม่ได้ Fall in love with you หรือป่าว หากเธอรู้จะอายแค่ไหน แล้วถ้าเธอรักจะอย่างไร ไม่รักจะเจ็บไหม ฉันต้องบอกใคร ทำตัวอย่างไร ไม่รู้ จะอาไงดี ถ้ามันเป็นอย่างนั้น ฉันต้องทำยังไง จะต้องออกตัว จะต้องเปิดตัว หรือว่าต้องเนียน เนียนไป ถ้าใช่รักจริงจริง ขอให้ไม่อกหัก Love Me, Love Me, Love Me Fall in love with you หรือป่าว Fall in love with you ใช่ไหม ที่ฉันเผอทำออกไป ไม่รู้สึกตัว เก็บอาการไม่ได้ Fall in love with you หรือป่าว หากเธอรู้จะอายแค่ไหน แล้วถ้าเธอรักจะอย่างไร ไม่รักจะเจ็บไหม ฉันต้องบอกใคร ทำตัวอย่างไร ไม่รู้ I’ll do everything you what And anything that you say You do everything I like I naver feel this way Everything you do has got me baby Fall in love with you หรือป่าว Fall in love with you ใช่ไหม ที่ฉันเผอทำออกไป ไม่รู้สึกตัว เก็บอาการไม่ได้ Fall in love with you หรือป่าว หากเธอรู้จะอายแค่ไหน แล้วถ้าเธอรักจะอย่างไร ไม่รักจะเจ็บไหม ฉันต้องบอกใคร ทำตัวอย่างไร แล้วถ้าเธอรักจะอย่างไร ไม่รักจะเจ็บไหม ฉันต้องบอกใคร ทำตัวอย่างไร ไม่รู้"
180,ข้างกัน (City),"Three Man Down, feat. ออม TELExTELEXs",15,125,72,"157,286",https://open.spotify.com/track/3vdZ30MzgeTe5PiJXEmqjr,เธออยู่ตรงนั้นยืนอยู่ข้างฉัน ฉันไม่เคยแม้แต่ฝันว่าจะได้พบเธอท่ามกลาง คนทั้งเมืองอีกเป็นล้านโดยไม่ต้องตามหาใคร เมื่อเธอครอบครองฉัน ฉันเคยเป็นอีกคน ในเมืองแห่งความเหงาใจ ที่ไม่เคยมีตัวตน จนเธอเข้ามาครอบครองหัวใจ เหมือนว่าห้องของฉันกลับเปลี่ยนสีไป มันสวยงามเกินกว่าจะพบได้ที่ใด โอ เวลาดังหยุดเคลื่อนไหว เมืองนี้ไม่เหงาอีกต่อไป แค่วันนี้ฉันมีเธอ เธออยู่ตรงนั้นยืนอยู่ข้างฉัน ฉันไม่เคยแม้แต่ฝันว่าจะได้พบเธอท่ามกลาง คนทั้งเมืองอีกเป็นล้านโดยไม่ต้องตามหาใคร เมื่อเธอครอบครองฉัน หากว่ามีสิ่งใด มาทำให้เราไม่เข้าใจ อยากบอกเธอเอาไว้ หากฉันผิดไปฉันขอโทษ เหมือนว่าโลกของเราได้เปลี่ยนสีไป มันสวยงามเกินกว่าจะพบได้ที่ใด โอ เวลาดังหยุดเคลื่อนไหว เมืองนี้ไม่เหงาอีกต่อไป ต่อจากนี้ฉันมีเธอ เธออยู่ตรงนั้นยืนอยู่ข้างฉัน ฉันไม่เคยแม้แต่ฝันว่าจะได้พบเธอท่ามกลาง คนทั้งเมืองอีกเป็นล้านโดยไม่ต้องตามหาใคร เมื่อเธอครอบครองฉัน เหมือนว่าโลกของเราได้เปลี่ยนสีไป มันสวยงามเกินกว่าจะพบได้ที่ใด โอ เวลาดังหยุดเคลื่อนไหว เมืองนี้ไม่เหงาอีกต่อไป ต่อจากนี้ฉันมีเธอ เธออยู่ตรงนั้นยืนอยู่ข้างฉัน ฉันไม่เคยแม้แต่ฝันว่าจะได้พบเธอท่ามกลาง คนทั้งเมืองอีกเป็นล้านโดยไม่ต้องตามหากัน จะกอดเธอไว้ไม่ให้ไปไหน เพราะวันนี้ไม่ใช่ฝัน นับตั้งแต่เธอเข้ามา หัวใจของฉันก็ไม่ต้องตามหาใคร เมื่อเธอครอบครองฉัน
181,เมะ,THE TOYS,1,162,8,"155,810",https://open.spotify.com/track/1M2XakpRDkxjiuCirVPD8c,"ถ้าเธอเลิกกับเขาแล้ว กลับมาหานะ อุตส่าห์เป็นคนดีและไม่มีพิษภัย ถ้าเธอเลิกกับเขาแล้ว อยู่กับฉันนะ จะไม่มีวันทำให้เธอต้องเสียใจ just take it easy ในวันธรรมดา อยู่ด้วยกันอย่างนี้ แค่ในบางครั้งครา ไม่ต้องกังวลจะใช้เวลาให้หมดวัน baby, I just need you in the way ที่รู้กัน and if you want me too just text me back I missing you ทุกวันนั่นแหละ แต่คงไม่มีเวลามาสนใจ แม้ไม่มีทางที่พระอาทิตย์จะส่องมา ฉันได้แต่คอยถึงเธอที่อยู่แสนไกล แวะมานั่ง Chill and imma get you fresh ไม่ปิด TV ให้เธอดูอนิเมะ ไม่ต้องมองเห็นฉันอยู่ในเพียงสายตาที่เธอมองเข้ามา ถ้าเธอไม่รู้สึก ในจินตนาการมีเพียงแค่เธอและฉันอยู่ในปฏิหารย์ และไม่รู้ตัว ถ้าเธอเลิกกับเขาแล้ว กลับมาหานะ อุตส่าห์เป็นคนดีและไม่มีพิษภัย ถ้าเธอเลิกกับเขาแล้ว อยู่กับฉันนะ จะไม่มีวันทำให้เธอต้องเสียใจ just take it easy ในวันธรรมดา อยู่ด้วยกันอย่างนี้ แค่ในบางครั้งครา ไม่ต้องกังวลจะใช้เวลาให้หมดวัน baby, I just need you in the way ที่รู้กัน ไม่มีสิทธิ์คิดไปคิดพิชิตพยายาม ไม่ kiss by kiss จุมพิตทรมาน ถ้าเธอบังเอิญเจอ อย่าทำเป็นเมินเลย ให้เป็นแบบเคย ๆ บอกฝันดีแบบเชย ๆ ถ้าเธอเลิกกับเขาแล้ว กลับมาหานะ อุตส่าห์เป็นคนดีและไม่มีพิษภัย ถ้าเธอเลิกกับเขาแล้ว อยู่กับฉันนะ จะไม่มีวันทำให้เธอต้องเสียใจ just take it easy ในวันธรรมดา อยู่ด้วยกันอย่างนี้ แค่ในบางครั้งครา ไม่ต้องกังวลจะใช้เวลาให้หมดวัน baby, I just need you in the way ที่รู้กัน"
182,ก่อนตาย,Big Ass,141,192,2,"155,759",https://open.spotify.com/track/5pqAbpHRuFhcACwvVBi69V,เราทุกคนก็คงรู้วันเกิด แต่มีสักกี่คนที่รู้วันตาย ก่อนทุกอย่างของฉันจะสายเกินไป แม้อะไรดีๆมีไม่เท่าไหร่ แต่จะขอใช้สักวัน เรื่องหัวนอนปลายเท้า ไม่ค่อยจะมี แต่หัวใจยังดี ฉันขอยืนยัน ไม่เคยแบ่งให้ใครเก็บไว้มานาน ขอให้มันเป็นวันที่ฉันได้บอก บอกเธอให้รู้สักที ยินดีให้เธอรับไป ภูมิใจที่จะรับฟัง ได้เกิดมาหนึ่งครั้ง ฉันยังไม่ทำในสิ่งนี้ ถ้าหากพรุ่งนี้ฉันตาย ก็คงจะไม่เสียที ชีวิตฉันถึงมันไม่ค่อยรักดี วันนี้ฉันยังได้รักเธอ ไม่จำเป็นต้องรู้ พรุ่งนี้เป็นไง มันจะเกิดอะไร ฉันพร้อมจะเจอ หากต้องจากกันไกล ใจฉันมีเธอ ฉันเป็นคนๆนึงที่ไม่เลิศเลอ แต่ความรักแท้ยังมี คำว่ารักเธอ หลุดออกจากปากจากฉันไป ก่อนจะหายไป มั่นใจแล้วว่ามันดี คำว่ารักเธอ ที่หลุดออกจากหัวใจ ก่อนที่ฉันตาย ขอให้ได้พูดคำนี้
183,HEY HEY (feat. อาภาพร นครสวรรค์),"MILLI, อาภาพร นครสวรรค์",183,—,1,"153,948",https://open.spotify.com/track/2TJTtCcuOikQ0jSKrtswHI,Intro: Put your hands up in the air x2 Shake your booty shake your ass x2 แม่อาภาพรอยู่นครสวรรค์ ส่วนมิลลินั้นอยู่จรัญทบุรี เอ๊ย ต่อไปนี้ขอให้ everybody say ‘HEY’ Bridge โอ๊ยยย กิ้งก่ากิ้งกือ x3 เอ๊ยนั่น จระเข้ เข้ เอ้า เข้ เข้ Verse1 [ฮาย อาภาพร] เอิงเงิงเงยชะเอิงเง้ย เอิงเงิงเงยชะเอิงเง้ย เป็นไงมาไงล่ะยังไงบ้าง โตขึ้นทันควัน สวยมันทันตา มีแฟนหรือยังล่ะ หืม! มีแฟนหรือยังล่ะ ถ้ายังไม่มี มาเดี๋ยวแม่จะหาให้ มอง ๆ อยากจะได้คนนั้น จ้อง ๆ อยากจะได้คนนี้ ดูซิดูสิ มิลลิอยากได้คนไหน [MILLI] คิดจะมีผัวแต่ยังไม่ค่อยชัวร์ ถามแม่ดีกว่า หนูเลือกอาจจะมั่ว Choice to มีแฟน it’s too crazy to handle บางคนเข้ามาแรง ๆ บางคนเข้ามาแมน ๆ บางคนเข้ามาตะแคง กลัวจะ Choose มาไม่ดี มีทั้งหนุ่มมีทั้งสาวมีทั้งดำมีทั้งขาวมีทั้งสั้นมีทั้งยาว บางคนเงินเต็มกระเป๋า มีทั้ง teen ทั้ง adults Oh แม่ฮาย help me now Hook1 Put your hands up in the air x2 Shake ur booty shake ur ass x2 ฮาย อาภาพรอยู่นครสวรรค์ ส่วนมิลลินั้นอยู่จรัญทบุรี หากใครได้ยินโปรดฟังทางนี้ now everybody say ‘HEY’ Verse2 อยากมีที่รัก อยากมีที่พักใจ อยากมีที่พักไหล่ อยากมีที่พักฟรี อยากมีแฟนผิวคล้ำ หนูไม่ชอบคนขาว ชอบคนขายาว แต่แม่ชอบคนขี้ ชอบขี้เกรงใจ ละไม่ขี้รำคาญ ละไม่ขี้เกียจคร้าน ชอบขี้เป็นที่ ผู้ชายดี ๆ ให้เขาคอยเราด้วย อย่าคอยแทงแต่หวย คอยแต่หึง คลึงแต่....ฮี่ฮี่ฮี่ มายืนออหน้ากระได มายืนไอจนเจ็บเข่า ตั้งแต่จันทร์จนถึงเสาร์ เขาก็เหงาทุกวันสี้ ที่เคยชอบคนรวย เปลี่ยนมาชอบคนหล่อ จะชอบใครดีหนอ อ๋อ หนูชอบคนนี้ Hook2 Put your hands up in the air x2 Shake ur booty shake ur ass x2 ฮาย อาภาพรอยู่นครสวรรค์ ส่วนมิลลินั้นจรัญทบุรี หากใครได้ยินโปรดฟังทางนี้ now everybody say ‘HEY’ ใครมีมะกรูดมาแลกมะนาว ใครมีลูกสาวมาแลกลูกเขย หนุ่ม ๆ สาว ๆ เอ๋ย ยกมือมาเลย Put your hands up high! Hook3 Put your hands up in the air x2 Shake ur booty shake ur ass x2 ฮาย อาภาพรอยู่นครสวรรค์ ส่วนมิลลินั้นอยู่จรัญทบุรี หากใครได้ยินโปรดฟังทางนี้ now everybody say ‘HEYYY’
184,Espresso,Sabrina Carpenter,184,—,1,"153,640",https://open.spotify.com/track/2qSkIjg1o9h3YT9RAgYN75,"Now he's thinkin' 'bout me every night, oh Is it that sweet? I guess so Say you can't sleep, baby, I know That's that me, espresso Move it up, down, left, right, oh Switch it up like Nintendo Say you can't sleep, baby, I know That's that me, espresso I can't relate to desperation My 'give a fucks' are on vacation And I got this one boy And he won't stop calling When they act this way I know I got 'em Too bad your ex don't do it for ya Walked in and dream came trued it for ya Soft skin and I perfumed it for ya I know I Mountain Dew it for ya That morning coffee, brewed it for ya One touch and I brand newed it for ya Now he's thinkin' 'bout me every night, oh Is it that sweet? I guess so Say you can't sleep, baby, I know That's that me, espresso Move it up, down, left, right, oh Switch it up like Nintendo Say you can't sleep, baby, I know That's that me, espresso Is it that sweet? I guess so I'm working late 'cause I'm a singer Oh, he looks so cute wrapped around my finger My twisted humor, make him laugh so often My honey bee, come and get this pollen Too bad your ex don't do it for ya Walked in and dream came trued it for ya Soft skin and I perfumed it for ya I know I Mountain Dew it for ya That morning coffee, brewed it for ya One touch and I brand newed it for ya Now he's thinkin' 'bout me every night, oh Is it that sweet? I guess so Say you can't sleep, baby, I know That's that me, espresso Move it up, down, left, right, oh Switch it up like Nintendo Say you can't sleep, baby, I know That's that me, espresso He's thinkin' 'bout me every night, oh Is it that sweet? I guess so Say you can't sleep, baby, I know That's that me, espresso Move it up, down, left, right, oh Switch it up like Nintendo Say you can't sleep, baby, I know That's that me, espresso Is it that sweet? I guess so That's that me, espresso"
185,เสียดายของ,Basher,140,167,2,"152,987",https://open.spotify.com/track/2yDEfRpX5tRUcAo4VM0wFA,ฉันคิดว่าฝันกลางวันทันทีที่เห็นเธอ ฉันนึกว่าเจอนางฟ้า ไม่รู้ว่าเป็นอะไร ไม่อาจหลบสายตา มองแต่เธอไม่หยุด เพ้อสุดๆ เกือบลืมหายใจ นี่เธอดูดีไปหรือเปล่า หรือเดินออกมาจากฝันของใคร อย่างเธอแค่มองไม่ได้หรอก ให้มองอย่างเดียวไม่ได้หรอก พบคนโดนใจอย่างเธอ ถ้าไม่คุยกับเธอ ฉันเสียดายของ ปล่อยเธอผ่านไปไม่ได้หรอก ไม่รู้จักเธอไม่ได้หรอก แม้เราเพิ่งเคยพบกัน แต่เธอ ฉันรู้ฉันธรรมดาเธอคงไม่สนใจ ฉันรู้ว่าเกินจะคว้า แม้คิดจะห้ามตัวเอง แต่เมื่อเธอหันมา ดังถูกเธอสะกด มันสะกัด ไม่อาจห้ามใจ นี่เธอดูดีไปหรือเปล่า หรือเดินออกมาจากฝันของใคร อย่างเธอแค่มองไม่ได้หรอก ให้มองอย่างเดียวไม่ได้หรอก พบคนโดนใจอย่างเธอ ถ้าไม่คุยกับเธอ ฉันเสียดายของ ปล่อยเธอผ่านไปไม่ได้หรอก ไม่รู้จักเธอไม่ได้หรอก แม้เราเพิ่งเคยพบกัน แต่เธอ ยิ่งมองเท่าไรใจยิ่งสั่น ยิ่งเจอมันทำให้ฉันละลาย อย่างเธอแค่มองไม่ได้หรอก ให้มองอย่างเดียวไม่ได้หรอก พบคนโดนใจอย่างเธอ ถ้าไม่คุยกับเธอ ฉันเสียดายของ ปล่อยเธอผ่านไปไม่ได้หรอก ไม่รู้จักเธอไม่ได้หรอก แม้เราเพิ่งเคยพบกัน แต่เธอ อย่างเธอแค่มองไม่ได้หรอก ให้มองอย่างเดียวไม่ได้หรอก พบคนโดนใจอย่างเธอ ถ้าไม่คุยกับเธอ ฉันเสียดายของ ปล่อยเธอผ่านไปไม่ได้หรอก ไม่รู้จักเธอไม่ได้หรอก แม้เราเพิ่งเคยพบกัน แต่เธอ
186,Lady,25 hours,71,178,16,"151,234",https://open.spotify.com/track/4c6qgwNYjQQlgQ5Sf0Vaia,เธอนั้นไง เจอเธอครั้งเดียวก็รู้ว่าเธอนั้นไง แค่ส่งสายตาเธอก็ได้ใจ ฉันไป ได้ใจฉันไป ทั้งๆ ที่ไม่รู้ตัว ธรรมดา เธอทำผู้หญิงทั้งโลกให้ธรรมดา ผู้ชายทุกคนก็คงไม่ละสายตา ไม่ละสายตา เวลาที่อยู่ใกล้เธอ รู้มั้ยใจฉันละลาย เธอนุ่มนวลเกินบรรยาย ใครว่านางฟ้าอยู่บนฟ้า รู้มั้ยใจฉันละลาย เธอนุ่มนวลเกินบรรยาย ใครว่านางฟ้าอยู่แค่บนฟ้า ฉันระแวง ถ้าใครใกล้เธอรู้มั้ยว่าฉัน ระแวง ฉันจะไม่ยอมให้ปล่อยให้ใครวิ่งแซง ให้ใครวิ่งแซง ไม่ยอมให้อยู่ใกล้เธอ ลืมไม่ลง ถ้าใครได้เจอเธอคงจะลืมไม่ลง มองเธอแล้วเพลิดเพลิน 25 ชั่วโมง คงลืมไม่ลง โอว เธอช่วยหยุดฉันที รู้มั้ยใจฉันละลาย เธอนุ่มนวลเกินบรรยาย ใครว่านางฟ้าอยู่บนฟ้า รู้มั้ยใจฉันละลาย เธอนุ่มนวลเกินบรรยาย ใครว่านางฟ้าอยู่แค่บนฟ้า อยากหยุดเวลาไว้อยู่ที่เธอ รู้มั้ยใจฉันละลาย เธอนุ่มนวลเกินบรรยาย ใครว่านางฟ้าอยู่บนฟ้า รู้มั้ยใจฉันละลาย เธอนุ่มนวลเกินบรรยาย ใครว่านางฟ้าอยู่แค่บนฟ้า
187,Snooze,SZA,53,181,64,"149,743",https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2,"I'll touch that fire for you I do that three, four times again, I testify for you I told that lie, I'd kill that bitch I do what all of them around you scared to do, I'm not Long as you juggin' out here for me, I got it Mobbin', schemin', lootin', hide your bodies Long as you dreamin' 'bout me, ain't no problem I don't got nobody, just with you right now Tell the truth, I look better under you I can't lose when I'm with you How can I snooze and miss the moment? You just too important Nobody do body like you do I can't lose when I'm with you I can't just snooze and miss the moment You just too important Nobody do body like you do, you do In the droptop ride with you, I feel like Scarface Like that white bitch with the bob, I'll be your main one Let's take this argument back up to my place Sex remind you, I'm nonviolent, I'm your day one We ain't had shit, yeah, it was magic, yeah Smash and grab shit, yeah Nasty habits take a hold when you not here Ain't a home when you not here Hard to grow when you not here, I'm sayin' I can't lose when I'm with you How can I snooze and miss the moment? You just too important Nobody do body like you do I can't lose when I'm with you How can I snooze and miss the moment? You just too important Nobody do body like you do, you do Main one ridin' How you frontin' on me and I'm the main one tryin'? How you blame it on me and you the main one lyin'? How you threatenin' to leave and I'm the main one cryin'? Just tryna be your everything Main one ridin' How you frontin' on me and I'm the main one tryin'? How you blame it on me and you the main one lyin'? How you threatenin' to leave and I'm the main one cryin'? I can't lose when I'm with you, ooh How can I snooze and miss the moment? You just too important Nobody do body like you do I can't lose when I'm with you How can I snooze and miss the moment? You just too important Nobody do body like you do, you do Nah, nah, nah, nah I think I know, whoa-oh See, no, I can't lose I think I know, ooh-whoa, ooh-whoa-oh"
188,Wish,Blackbeans,8,199,7,"148,146",https://open.spotify.com/track/1ecud9LC1clhcuhjLIyyMB,กาลเวลาที่ผ่านมายังคงรัก ฉันก็รู้ว่าเธอไม่คิดและไม่สนใจ ยิ่งพยายามเท่าไรยิ่งเลือนหาย ฉันได้แต่คิดแต่หวังให้เธอหันมา ฮู้อู เธอลองมองบนฟ้ายามค่ำคืน เธอจะเห็นดาวอยู่บนนั้น ลองอธิษฐานสักข้อหนึ่ง ที่เธออยากเหมือนในฝัน แล้วหลับตาลง วาดฝันว่าเธอจะเป็นยังไง ฉันหลับตาลง และมีสิ่งเดียวที่จะขอ ขอให้เธอและฉันได้เคียงคู่กัน ขอให้เราได้รักกันชัวนิรันดร์ แค่ฉันและเธอ ค่ำคืนเหน็บหนาวในทุกทุกวัน ขอมีเธอกอดฉันในยามค่ำคืน ได้โปรดเถอะฟ้าช่วยรับคำอธิษฐานของเรา ฮู้ เธอลองมองบนฟ้ายามค่ำคืน เธอจะเห็นดาวอยู่บนนั้น ลองอธิษฐานสักข้อหนึ่ง ที่เธออยากเหมือนในฝัน แล้วหลับตาลง วาดฝันว่าเธอจะเป็นยังไง ฉันหลับตาลง และมีสิ่งเดียวที่จะขอ ขอให้เธอและฉันได้เคียงคู่กัน ขอให้เราได้รักกันชัวนิรันดร์ แค่ฉันและเธอ ค่ำคืนเหน็บหนาวในทุกทุกวัน ขอมีเธอกอดฉันในยามค่ำคืน ได้โปรดเถอะฟ้าช่วยรับคำอธิษฐานของเรา อธิษฐานให้หมู่ดาวมาเรียงร้อยกัน ฉันและเธออยู่ด้วยกันในยามค่ำคืน อธิษฐานให้หมู่ดาวมาเรียงร้อยกัน ฉันและเธอกอดกันในยามราตรี อธิษฐานให้หมู่ดาวมาเรียงร้อยกัน ฉันและเธอหลับฝันในยามค่ำคืน อธิษฐานให้หมู่ดาวมาเรียงร้อยกัน อธิษฐานของเรา
189,That's What I Like,Bruno Mars,40,172,15,"146,901",https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,"Ayy, ayy, ayy I got a condo in Manhattan Baby girl, what's happenin'? You and your ass invited So go on and get to clappin' Go pop it for a player, pop-pop it for me Turn around and drop it for a player Drop-drop it for me I'll rent a beach house in Miami Wake up with no jammies Lobster tail for dinner Julio, serve that scampi You got it if you want it, got, got it if you want it Said, you got it if you want it, take my wallet if you want it, now Jump in the Cadillac Anything you want You deserve it, baby, you deserve it all And I'm gonna give it to you Gold jewelry shining so bright Strawberry champagne on ice Lucky for you, that's what I like, that's what I like Lucky for you, that's what I like, that's what I like Sex by the fire at night Silk sheets and diamonds all white Lucky for you, that's what I like, that's what I like Lucky for you, that's what I like, that's what I like I'm talkin' trips to Puerto Rico Say the word and we go You can be my freaka Girl, I'll be your fleeko, mamacita I will never make a promise that I can't keep I promise that your smile ain't gon' never leave Shopping sprees in Paris Everything twenty-four karats Take a look in that mirror Now tell me who's the fairest? Is it you? Is it me? Say it's us and I'll agree, baby Jump in the Cadillac Anything you want You deserve it baby, you deserve it all And I'm gonna give it to you Gold jewelry shining so bright Strawberry champagne on ice Lucky for you, that's what I like, that's what I like Lucky for you, that's what I like, that's what I like Sex by the fire at night Silk sheets and diamonds all white Lucky for you, that's what I like, that's what I like Lucky for you, that's what I like, that's what I like You say you want a good time Well, here I am, baby, here I am, baby Talk to me, talk to me, talk to me Talk to me, tell me, what's on your mind? If you want it, girl, come and get it All this is here for you Tell me, baby, tell me, tell me, baby What you tryna do? Gold jewelry shining so bright Strawberry champagne on ice Lucky for you, that's what I like, that's what I like Lucky for you, that's what I like, that's what I like Sex by the fire at night Silk sheets and diamonds all white Lucky for you, that's what I like, that's what I like Lucky for you, that's what I like, that's what I like"
190,เศษ (Remain) [feat. Earth Patravee],"tinn, Earth Patravee",63,176,2,"146,840",https://open.spotify.com/track/5a7q0T5drisHQmCODwmePk,นานมาแล้วไม่ได้เจอเจอะกันตั้งหลายปี เธอยังเหมือนเธอคนเดิมไม่ต่างเลย เธอน่ารักทักทายอย่างเดิมที่คุ้นเคย มันเหมือนว่าเธอไม่เคยได้จากไป นึกว่าจะลืมเวลาล่วงเลยผ่าน จบไปตั้งนาน แต่เพียงสบตาเวลาก็พาฉันย้อนไป เศษความรักยังอยู่ยังหลงเหลืออยู่ เพิ่งจะรู้ว่าฉันยังรักเธอแค่ไหน ทุกความทรงจำทุกความรู้สึก เรื่องราวที่ชวนให้ยิ้มได้ทั้งน้ำตายังอยู่ตรงนี้ ภาพความรักยังอยู่ยังงดงามอยู่ แต่ก็รู้ไม่มีทางหวนคืนกลับไป แม้เราจะเคยรักกันเท่าไหร่ เรื่องราวความสุขเหล่านั้นก็แค่เมื่อวาน ต่อให้รักมากเท่าไร ก็ไม่อาจจะย้อนให้เธอคืนมา ฮ้าอาอ่าฮ้าอาอ่าอา ฮ้าอา นึกว่าจะลืมเวลาล่วงเลยผ่าน จบไปตั้งนาน แต่เพียงสบตาเวลาก็พาฉันย้อนไป เศษความรักยังอยู่ยังหลงเหลืออยู่ เพิ่งจะรู้ว่าฉันยังรักเธอแค่ไหน ทุกความทรงจำทุกความรู้สึก เรื่องราวที่ชวนให้ยิ้มได้ทั้งน้ำตายังอยู่ตรงนี้ ภาพความรักยังอยู่ยังงดงามอยู่ แต่ก็รู้ไม่มีทางหวนคืนกลับไป แม้เราจะเคยรักกันเท่าไหร่ เรื่องราวความสุขเหล่านั้นก็แค่เมื่อวาน ต่อให้รักมากเท่าไร ก็ไม่อาจจะย้อนให้เธอคืนมา เศษความรักยังอยู่ยังหลงเหลืออยู่ แต่ก็รู้ไม่มีทางหวนคืนกลับไป แม้เราจะเคยรักกันเท่าไหร่ เรื่องราวความสุขเหล่านั้นก็แค่เมื่อวาน เศษความรักที่สลาย คงไม่มีทางย้อนให้มันคืนมา
